Id,EssaySet,Score1,Score2,EssayText
6175,3,1,1,"The pandas in China and the koala in Australia are similar because they require one environment and depend one one food source, making them specialized. The python is highly adaptable and can live anywhere with a reasonably favorable climate. The adaptability of the python makes it different from koalas and pandas."
6177,3,1,1,"Pandas in China are similar to koalas in Australia in that they are exclusive about their habitat, and especially eating requirements. Panda's eat almost nothing but bamboo, while koalas eat eucalyptus leaves exclusively. They are both different from pythons, because they are very invasive, and will eat whatever crosses their path."
6178,3,0,0,China's panda is similar to Australia's koala bear because they both eat thing that cause the earth to degrade solwly. In paragraph 23 it says how degrade the earth at an alaming rate. All these animals do is prevent that from happening.
6179,3,1,1,"Pandas in China and koalas in Australia are similar because they both eat a food that is not found abundantly. However, they vary from a python because a python can live numerous places throughout the world. This is evident as the author calld the pandas and koalas ""specialists"", whereas he says a python is a ""generalist"". Pandas and koalas can't be adapting like pythons can."
6180,3,2,2,"Pandas from china not koalas from Australia are both specialists.This means that they can really only live in an area because of what they depend on for life,such as too.""A specialist is china's panda,which eats almost nothing but bamboo or Australia koalas bear which eats eucalyptus leaves almost exclusively"". Pythons are the opposite of pandas and koalas because they are generalist. As stated in the article,they can almost anywhere because of their ability to adapt."
6182,3,1,1,"Pandas in China are similar to koalas in Australia because they are both specialists and are therefore only able to live in a specific environment or area. Both of these animals are different than a python because pythons are generalists, who are ""species"" that have become most abundant are often those that do best in and around humans"" ( Achenbach)."
6183,3,1,1,"Pandas in China as well as koalas in Australia are similar because they are both considered specialists. According to the article, pandas eat almost nothing but bamboo and koalas eat mostly eucalyptus leaves. Therefore as the story explains, these species favor stability opposed to generalists that favor change."
6184,3,0,1,"Pandas In China are different from koalas in Australia because pandas eat almost nothing but bamboo and koalas eat eucalyptus leaves almost exclusively. They are both different from pythons because, pythons are generalists and panda and koalas are specialists."
6185,3,1,1,"Pandas in China are similar to koalas in Australia because they both eats plants. They are both a type of beer. ""China's panda which eats nothing but bamboo or Australia koala bear which eats eucalyptus leaves almost exclusively"" This is how panda bears and koala bears are similar."
6186,3,0,1,China panda's only eat bamboo while Australia's koala bears eat almost anything. Pythons are different from pandas because it eats more than one thing and they're different from the koala's because they can't handle everything they eat.
